id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
130,HIV Testing,"HIV Testing Regularly Scheduled Series RSS Live   03/06/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-06T05:00:00Z
131,Ethics in Research,"Ethics in Research Regularly Scheduled Series RSS Live   03/06/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-06T05:00:00Z
132,Esophageal/Rectal/Colon Cancer,"Esophageal/Rectal/Colon Cancer Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
133,The Role of Selective Estrogen Receptor Modulators in Breast Cancer Prevention,"The Role of Selective Estrogen Receptor Modulators in Breast Cancer Prevention Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
134,To Teach Them This Art...Hypocrates: or a tale of 4 apples and a worm,"To Teach Them This Art...Hypocrates: or a tale of 4 apples and a worm Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
135,Frontal Sinus and Anterior Skull Base Fracture,"Frontal Sinus and Anterior Skull Base Fracture Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
136,Ethical and Therapeutic Implications of the Study of Ketamine Effects on Humans,"Ethical and Therapeutic Implications of the Study of Ketamine Effects on Humans Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
137,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   03/08/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-08T05:00:00Z
138,The Cost-Effectivness of Different Management Strategies for Chronic Warfarin Patients,"The Cost-Effectivness of Different Management Strategies for Chronic Warfarin Patients Regularly Scheduled Series RSS Live   03/10/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-10T05:00:00Z
139,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   03/10/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-10T05:00:00Z
140,Advances in the Care of Amputees,"Advances in the Care of Amputees Regularly Scheduled Series RSS Live   03/10/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-10T05:00:00Z
141,Elbow Injuries in the Throwing Athlete,"Elbow Injuries in the Throwing Athlete Regularly Scheduled Series RSS Live   03/11/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-11T05:00:00Z
142,Pathology of Liver Transplantation,"Pathology of Liver Transplantation Regularly Scheduled Series RSS Live   03/13/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-13T05:00:00Z
143,"The Process, Pitfalls, and Positive Aspects of Organ Donation","The Process, Pitfalls, and Positive Aspects of Organ Donation Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
144,Thyroid Vignettes: Controversies in the Mgmt of Autoimmune Thyroid Disease,"Thyroid Vignettes: Controversies in the Mgmt of Autoimmune Thyroid Disease Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
145,"Central Serous Retinopathy:  Disease Variants and the New Etiologic Theory, Open-Globe Injuries:","Central Serous Retinopathy:  Disease Variants and the New Etiologic Theory, Open-Globe Injuries: Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
146,Laryngotracheal Stenosis in the Adult,"Laryngotracheal Stenosis in the Adult Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
147,Cocaine Self Administration Explained,"Cocaine Self Administration Explained Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
148,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
149,The Pathogenesis of IgA Nephropathy,"The Pathogenesis of IgA Nephropathy Regularly Scheduled Series RSS Live   03/15/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-15T05:00:00Z
150,OB/GYN Grand Rounds,"OB/GYN Grand Rounds Regularly Scheduled Series RSS Live   03/16/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-16T05:00:00Z
151,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   03/17/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-17T05:00:00Z
152,Health Status Assessment of the Greater Cincinnati Area,"Health Status Assessment of the Greater Cincinnati Area Regularly Scheduled Series RSS Live   03/17/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-17T05:00:00Z
153,Osteogenesis Imperfecta and it's Rehabilitation,"Osteogenesis Imperfecta and it's Rehabilitation Regularly Scheduled Series RSS Live   03/17/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-17T05:00:00Z
154,Surgical & Anesthesia Consideration for Abdominal Aortic Aneurysm Repair Via and Enovascular Graft,"Surgical & Anesthesia Consideration for Abdominal Aortic Aneurysm Repair Via and Enovascular Graft Regularly Scheduled Series RSS Live   03/22/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-22T05:00:00Z
155,Recurring Rectal Cancer,"Recurring Rectal Cancer Regularly Scheduled Series RSS Live   03/22/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-22T05:00:00Z
156,Why the Guidelines for Treatment of COPD are Changing so Quickly,"Why the Guidelines for Treatment of COPD are Changing so Quickly Regularly Scheduled Series RSS Live   03/22/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-22T05:00:00Z
157,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   03/22/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-22T05:00:00Z
158,Double Trouble: The Dual Diagnosis of SCI and TBI,"Double Trouble: The Dual Diagnosis of SCI and TBI Regularly Scheduled Series RSS Live   03/24/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-24T05:00:00Z
159,Tubulointerstitial Renal Diseases,"Tubulointerstitial Renal Diseases Regularly Scheduled Series RSS Live   03/27/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-27T05:00:00Z
160,Preemtive Analgesia,"Preemtive Analgesia Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
161,Heritable Thrombophilia and hypofibronolysis.  Possible Causes of Retinal Vein Occlusion,"Heritable Thrombophilia and hypofibronolysis.  Possible Causes of Retinal Vein Occlusion Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
162,Current Management of Esophageal Cancer,"Current Management of Esophageal Cancer Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
163,"Current and New Pharmacological Approaches to Treatment of Heroin, Cocaine & Alcohol Dependence","Current and New Pharmacological Approaches to Treatment of Heroin, Cocaine & Alcohol Dependence Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
164,Non-Pharmacologic Therapy for Atrial Fibrillation,"Non-Pharmacologic Therapy for Atrial Fibrillation Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
165,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   03/29/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-29T05:00:00Z
166,Advances in the Treatment of Depression in Women,"Advances in the Treatment of Depression in Women Regularly Scheduled Series RSS Live   03/30/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-30T05:00:00Z
167,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   03/31/2000  2000  03  ",Regularly Scheduled Series,1,,M,2,Live,2000-03-31T05:00:00Z
168,Current Concepts in Shoulder Arthroplasty,"Current Concepts in Shoulder Arthroplasty Regularly Scheduled Series RSS Live   04/01/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-01T05:00:00Z
169,Non-Neoplastic Lesions and Disorders Simulating Metastatic Carcinoma to the Choroid,"Non-Neoplastic Lesions and Disorders Simulating Metastatic Carcinoma to the Choroid Regularly Scheduled Series RSS Live   04/05/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-05T04:00:00Z
170,Benefit of Feeding Assessment Prior to Pediatric Airway Reconstruction,"Benefit of Feeding Assessment Prior to Pediatric Airway Reconstruction Regularly Scheduled Series RSS Live   04/05/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-05T04:00:00Z
171,Longitudinal Course and Treatment of Anxiety Disorders,"Longitudinal Course and Treatment of Anxiety Disorders Regularly Scheduled Series RSS Live   04/05/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-05T04:00:00Z
172,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   04/05/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-05T04:00:00Z
173,Where Have All the O.I.'s Gone?  Opportunistic Disease in the Era of Highly Active Anti-retroviral T,"Where Have All the O.I.'s Gone?  Opportunistic Disease in the Era of Highly Active Anti-retroviral T Regularly Scheduled Series RSS Live   04/05/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-05T04:00:00Z
174,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   04/07/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-07T04:00:00Z
175,Decision Making in Hepatitis C - Do Doctors and Patients Think the Same,"Decision Making in Hepatitis C - Do Doctors and Patients Think the Same Regularly Scheduled Series RSS Live   04/07/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-07T04:00:00Z
176,Vestibular Rehabilitation,"Vestibular Rehabilitation Regularly Scheduled Series RSS Live   04/07/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-07T04:00:00Z
177,Palliative Care and Internal Medicine - A Good Fit,"Palliative Care and Internal Medicine - A Good Fit Regularly Scheduled Series RSS Live   04/10/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-10T04:00:00Z
178,The Impact of Epidemiology on Prostate Cancer Origin Progression,"The Impact of Epidemiology on Prostate Cancer Origin Progression Regularly Scheduled Series RSS Live   04/10/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-10T04:00:00Z
179,"Faculty Development Course in End-of-Life Care""","Faculty Development Course in End-of-Life Care"" Regularly Scheduled Series RSS Live   04/11/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-11T04:00:00Z
180,Ultra Rapid Opiate Detoxification,"Ultra Rapid Opiate Detoxification Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
181,Colon Cancer/Possible Stomach Cancer,"Colon Cancer/Possible Stomach Cancer Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
182,Palliative Medicine - Why Now?,"Palliative Medicine - Why Now? Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
183,Idiosyncratic Drug Reactions,"Idiosyncratic Drug Reactions Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
184,Visual Field Fascinomas,"Visual Field Fascinomas Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
185,Combining Aesthetic Surgery with Reconstructive Surgery,"Combining Aesthetic Surgery with Reconstructive Surgery Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
186,Interpersonal Psychotherapy,"Interpersonal Psychotherapy Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
187,Psychopharmacology Update:  Varied Psychiatric Pharmaceuticals and Original Research,"Psychopharmacology Update:  Varied Psychiatric Pharmaceuticals and Original Research Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
188,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   04/12/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-12T04:00:00Z
189,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   04/14/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-14T04:00:00Z
190,Electrical Stimulation for Swallowing Rehabilitation,"Electrical Stimulation for Swallowing Rehabilitation Regularly Scheduled Series RSS Live   04/14/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-14T04:00:00Z
191,Current Concepts in Management of Slipped Capital Femoral Epiphysis in Children,"Current Concepts in Management of Slipped Capital Femoral Epiphysis in Children Regularly Scheduled Series RSS Live   04/15/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-15T04:00:00Z
192,Childhood Glomerulopathies,"Childhood Glomerulopathies Regularly Scheduled Series RSS Live   04/17/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-17T04:00:00Z
193,Anesthesia and Pain Management in Other Lands,"Anesthesia and Pain Management in Other Lands Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
194,Medical and Surgical Management of Sinusitis,"Medical and Surgical Management of Sinusitis Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
195,Genetic Syndromes,"Genetic Syndromes Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
196,Management of Complications During Cataract Surgery,"Management of Complications During Cataract Surgery Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
197,Bad Boys-Bad Men:  Confronting Antisocial Personality Disorder,"Bad Boys-Bad Men:  Confronting Antisocial Personality Disorder Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
198,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
199,The Most Heterogeneous Neoplasia Syndrome,"The Most Heterogeneous Neoplasia Syndrome Regularly Scheduled Series RSS Live   04/19/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-19T04:00:00Z
200,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   04/21/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-21T04:00:00Z
201,The Clinical Data Base: A tool for clinical service decision making,"The Clinical Data Base: A tool for clinical service decision making Regularly Scheduled Series RSS Live   04/21/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-21T04:00:00Z
202,New Issues in Blood Bank,"New Issues in Blood Bank Regularly Scheduled Series RSS Live   04/24/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-24T04:00:00Z
203,Systemic Lupus Erythematosus/Pulmonary Fibrosis,"Systemic Lupus Erythematosus/Pulmonary Fibrosis Regularly Scheduled Series RSS Live   04/25/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-25T04:00:00Z
204,Pharmaco-Immunology - Shaping the Immune Response,"Pharmaco-Immunology - Shaping the Immune Response Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
205,Uveitis Case Conference,"Uveitis Case Conference Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
206,Management of Traumatic Nasal Injuries and Deformity,"Management of Traumatic Nasal Injuries and Deformity Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
207,ADHD:  Neurobiologic Aspects to Consider for Treatment and Co-morbidity Considerations for Evaluatio,"ADHD:  Neurobiologic Aspects to Consider for Treatment and Co-morbidity Considerations for Evaluatio Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
208,Neurocognition in Bipolar Disorder:  An fMRI Study,"Neurocognition in Bipolar Disorder:  An fMRI Study Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
209,Surgical Grand Rounds,"Surgical Grand Rounds Regularly Scheduled Series RSS Live   04/26/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-26T04:00:00Z
210,"Faculty Development Workshop Series, Session 1","Faculty Development Workshop Series, Session 1 Regularly Scheduled Series RSS Live   04/27/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-27T04:00:00Z
211,Hematology/Oncology Grand Rounds,"Hematology/Oncology Grand Rounds Regularly Scheduled Series RSS Live   04/28/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-28T04:00:00Z
212,C-Spine Injuries in the Athlete,"C-Spine Injuries in the Athlete Regularly Scheduled Series RSS Live   04/29/2000  2000  04  ",Regularly Scheduled Series,1,,M,2,Live,2000-04-29T04:00:00Z
213,Bile Acid Synthetic Defects and Liver Disease,"Bile Acid Synthetic Defects and Liver Disease Regularly Scheduled Series RSS Live   05/01/2000  2000  05  ",Regularly Scheduled Series,1,,M,2,Live,2000-05-01T04:00:00Z
